frequency_kHz,TS_dB,model,bubble_diameter_m
2.128613690868405,-71.1900805447595,Modal,
2.1361768877648983,-71.1114052651871,Modal,
2.143766957525895,-71.0325745931478,Modal,
2.1513839956336174,-70.9535868008803,Modal,
2.1590280979095464,-70.8744401356733,Modal,
2.1666993605156275,-70.7951328193848,Modal,
2.17439787995548,-70.7156630479619,Modal,
2.1821237530756097,-70.6360289909653,Modal,
2.1898770770666305,-70.5562287910434,Modal,
2.197657949464485,-70.4762605634232,Modal,
2.2054664681516694,-70.3961223953826,Modal,
2.2133027313584703,-70.3158123457051,Modal,
2.2211668376641946,-70.2353284441298,Modal,
2.2290588859984144,-70.1546686907693,Modal,
2.236978975642208,-70.0738310555393,Modal,
2.2449272062294106,-69.9928134775544,Modal,
2.252903677747866,-69.91161386452,Modal,
2.260908490540689,-69.8302300920968,Modal,
2.268941745307521,-69.7486600032631,Modal,
2.2770035431058018,-69.6669014076542,Modal,
2.28509398535204,-69.5849520808834,Modal,
2.293213173823086,-69.5028097638458,Modal,
2.3013612106574164,-69.4204721620129,Modal,
2.3095381983564165,-69.3379369447005,Modal,
2.31774423978567,-69.2552017443109,Modal,
2.325979438176253,-69.1722641555769,Modal,
2.3342438971260324,-69.0891217347624,Modal,
2.342537720600972,-69.0057719988586,Modal,
2.350861012936435,-68.922212424755,Modal,
2.3592138788385024,-68.8384404483722,Modal,
2.367596423385285,-68.7544534638086,Modal,
2.376008752028248,-68.670248822416,Modal,
2.384450970593538,-68.5858238318971,Modal,
2.392923185283314,-68.5011757553378,Modal,
2.4014255026770814,-68.4163018102477,Modal,
2.4099580297330343,-68.3311991675489,Modal,
2.418520873789402,-68.245864950546,Modal,
2.427114142565798,-68.1602962338688,Modal,
2.4357379441645746,-68.0744900423933,Modal,
2.4443923870721838,-67.9884433501118,Modal,
2.4530775801605427,-67.9021530789803,Modal,
2.461793632688401,-67.8156160977483,Modal,
2.470540654302717,-67.7288292207353,Modal,
2.4793187550400377,-67.6417892065797,Modal,
2.4881280453278802,-67.5544927569396,Modal,
2.4969686359861245,-67.4669365151893,Modal,
2.505840638228404,-67.3791170650413,Modal,
2.514744163663507,-67.2910309291382,Modal,
2.5236793242967805,-67.2026745676168,Modal,
2.532646232531538,-67.1140443766106,Modal,
2.5416450011704748,-67.0251366867221,Modal,
2.5506757434170857,-66.9359477614395,Modal,
2.559738572877091,-66.8464737955057,Modal,
2.568833603559863,-66.7567109132448,Modal,
2.5779609498798646,-66.6666551668324,Modal,
2.587120726658082,-66.5763025345116,Modal,
2.596313049123475,-66.4856489187507,Modal,
2.6055380329144255,-66.3946901443557,Modal,
2.6147957940801887,-66.3034219565047,Modal,
2.6240864490823568,-66.2118400187421,Modal,
2.633410114796323,-66.1199399108835,Modal,
2.6427669085127516,-66.027717126876,Modal,
2.652156947939053,-65.9351670725756,Modal,
2.6615803512008642,-65.8422850634612,Modal,
2.671037236843537,-65.7490663222626,Modal,
2.6805277238336265,-65.6555059765231,Modal,
2.6900519315603892,-65.5615990560718,Modal,
2.6996099798372857,-65.4673404904129,Modal,
2.709201988903486,-65.3727251060353,Modal,
2.7188280794253825,-65.2777476236214,Modal,
2.72848837249811,-65.182402655162,Modal,
2.738182989647066,-65.0866847009791,Modal,
2.747912052829442,-64.9905881466373,Modal,
2.7576756844357564,-64.8941072597555,Modal,
2.767474007291394,-64.7972361867037,Modal,
2.7773071446581525,-64.699968949176,Modal,
2.787175220235792,-64.602299440655,Modal,
2.79707835816359,-64.504221422745,Modal,
2.807016683021907,-64.4057285213601,Modal,
2.816990319833749,-64.3068142228023,Modal,
2.826999394066343,-64.2074718696634,Modal,
2.8370440316327152,-64.1076946566004,Modal,
2.847124358893274,-64.0074756259439,Modal,
2.8572405026574,-63.9068076631417,Modal,
2.867392590185042,-63.8056834920348,Modal,
2.8775807491883167,-63.7040956699529,Modal,
2.887805107833117,-63.6020365826181,Modal,
2.898065794740721,-63.4994984388623,Modal,
2.9083629389894146,-63.3964732651247,Modal,
2.9186966701161117,-63.2929528997468,Modal,
2.9290671181179855,-63.1889289870406,Modal,
2.9394744134541027,-63.0843929711137,Modal,
2.949918687047066,-62.97933608945,Modal,
2.9604000702846602,-62.8737493662401,Modal,
2.9709186950215054,-62.7676236054221,Modal,
2.9814746935807146,-62.6609493834554,Modal,
2.9920681987555606,-62.553717041784,Modal,
3.002699343811145,-62.445916678988,Modal,
3.0133682624860736,-62.337538142601,Modal,
3.0240750889941412,-62.2285710205964,Modal,
3.0348199580260187,-62.1190046324779,Modal,
3.045603004750948,-62.0088280200236,Modal,
3.0564243648184415,-61.8980299375913,Modal,
3.0672841743599886,-61.7865988420248,Modal,
3.07818256999077,-61.6745228820999,Modal,
3.089119688811375,-61.5617898874934,Modal,
3.1000956684095247,-61.4483873572688,Modal,
3.1111106468618064,-61.3343024478305,Modal,
3.122164762735407,-61.2195219603199,Modal,
3.1332581550898584,-61.1040323274369,Modal,
3.144390963478787,-60.98781959963,Modal,
3.155563327951667,-60.8708694306525,Modal,
3.1667753890555845,-60.7531670624145,Modal,
3.1780272878370046,-60.6346973091161,Modal,
3.1893191658435454,-60.5154445405947,Modal,
3.2006511651257608,-60.3953926648748,Modal,
3.212023428238924,-60.2745251098326,Modal,
3.223436098244823,-60.1528248039637,Modal,
3.234889318713561,-60.0302741561491,Modal,
3.24638323372536,-59.9068550344168,Modal,
3.257917987872376,-59.7825487435928,Modal,
3.269493726260516,-59.6573360017838,Modal,
3.2811105945112637,-59.5311969156281,Modal,
3.2927687387635145,-59.4041109542201,Modal,
3.3044683056754076,-59.2760569216421,Modal,
3.3162094424261754,-59.14701292799,Modal,
3.3279922967179973,-59.0169563588121,Modal,
3.3398170167778507,-58.8858638428428,Modal,
3.3516837513593827,-58.7537112179324,Modal,
3.363592649744776,-58.6204734950186,Modal,
3.375543861746629,-58.4861248200528,Modal,
3.3875375377098442,-58.3506384336773,Modal,
3.3995738285135126,-58.2139866285692,Modal,
3.411652885572815,-58.076140704197,Modal,
3.42377486084093,-57.9370709188898,Modal,
3.4359399068109386,-57.7967464389579,Modal,
3.448148176517748,-57.6551352846776,Modal,
3.460399823540017,-57.5122042729014,Modal,
3.472695002002082,-57.3679189560235,Modal,
3.485033866575905,-57.2222435570491,Modal,
3.49741657248301,-57.0751409004209,Modal,
3.5098432754964417,-56.9265723383286,Modal,
3.522314131942725,-56.7764976720622,Modal,
3.5348292987038263,-56.6248750680847,Modal,
3.5473889332191355,-56.4716609683453,Modal,
3.5599931934874385,-56.3168099943652,Modal,
3.572642238068908,-56.1602748445697,Modal,
3.5853362260871,-56.0020061842894,Modal,
3.5980753172309536,-55.8419525278071,Modal,
3.6108596717567987,-55.6800601117198,Modal,
3.6236894504903754,-55.5162727588665,Modal,
3.636564814828854,-55.3505317319681,Modal,
3.6494859267428663,-55.182775576009,Modal,
3.6624529487785447,-55.0129399483246,Modal,
3.675466044059564,-54.8409574352289,Modal,
3.6885253762891983,-54.6667573538867,Modal,
3.7016311097523737,-54.4902655379664,Modal,
3.71478340931774,-54.3114041054777,Modal,
3.7279824404397446,-54.1300912069888,Modal,
3.7412283691607096,-53.9462407521871,Modal,
3.754521362112928,-53.7597621125442,Modal,
3.767861586520752,-53.5705597975147,Modal,
3.7812492102027,-53.3785331013993,Modal,
3.794684401573571,-53.1835757176663,Modal,
3.8081673296465577,-52.9855753170254,Modal,
3.821698164035374,-52.784413085146,Modal,
3.835277074956395,-52.5799632152882,Modal,
3.8489042332307872,-52.37209235048,Modal,
3.862579810286666,-52.1606589691381,Modal,
3.876303978161251,-51.9455127071223,Modal,
3.890076909503026,-51.7264936081932,Modal,
3.9038987775739162,-51.5034312936455,Modal,
3.9177697562514635,-51.2761440404767,Modal,
3.931690020031016,-51.0444377557749,Modal,
3.9456597440279246,-50.8081048330624,Modal,
3.959679103979741,-50.5669228739619,Modal,
3.9737482762484357,-50.3206532558544,Modal,
3.987867437822609,-50.0690395227557,Modal,
4.002036766319721,-49.8118055728078,Modal,
4.01625643998833,-49.5486536108748,Modal,
4.030526637710326,-49.2792618290204,Modal,
4.0448475390031895,-49.0032817705958,Modal,
4.059219324022244,-48.7203353250751,Modal,
4.073642173562926,-48.4300112903333,Modal,
4.088116269063057,-48.1318614260732,Modal,
4.102641792605127,-47.8253959061877,Modal,
4.117218926918584,-47.5100780578358,Modal,
4.131847855382137,-47.1853182502418,Modal,
4.146528762026057,-46.8504667648206,Modal,
4.161261831534494,-46.5048054386196,Modal,
4.176047249247803,-46.1475378226102,Modal,
4.190885201164871,-45.7777775317567,Modal,
4.205775873945464,-45.3945343802735,Modal,
4.220719454912564,-44.9966977874407,Modal,
4.235716132054737,-44.5830167979104,Modal,
4.250766094028492,-44.1520758745529,Modal,
4.2658695301606535,-43.7022653762818,Modal,
4.281026630450745,-43.231745306354,Modal,
4.296237585573382,-42.7384004805626,Modal,
4.311502586880666,-42.219784681333,Modal,
4.326821826404589,-41.6730505847331,Modal,
4.342195496859463,-41.0948612166222,Modal,
4.357623791644326,-40.4812773576636,Modal,
4.37310690484539,-39.8276136651901,Modal,
4.3886450312384735,-39.1282544572705,Modal,
4.4042383662914535,-38.3764187166424,Modal,
4.41988710616673,-37.5638648066464,Modal,
4.435591447723685,-36.6805340434562,Modal,
4.4513515885211685,-35.7141637091926,Modal,
4.467167726819974,-34.6499965860056,Modal,
4.483040061585337,-33.4709961608256,Modal,
4.498968792489442,-32.1597927767726,Modal,
4.514954119913929,-30.7059274778588,Modal,
4.530996244952413,-29.1282891669034,Modal,
4.5470953694130225,-27.5354263580539,Modal,
4.563251695820927,-26.2395906774641,Modal,
4.579465427420891,-25.7653548909064,Modal,
4.595736768179832,-26.3772466355871,Modal,
4.612065922789383,-27.7067830547111,Modal,
4.628453096668469,-29.2514153220376,Modal,
4.64489849596589,-30.7477926891658,Modal,
4.661402327562914,-32.1123596640717,Modal,
4.6779647990758875,-33.3350485222163,Modal,
4.69458611885883,-34.4287255116616,Modal,
4.711266496006075,-35.4110149981949,Modal,
4.728006140354886,-36.2985794799071,Modal,
4.7448052624881,-37.1056818258341,Modal,
4.761664073736784,-37.8441266689093,Modal,
4.7785827861828825,-38.523588626071,Modal,
4.795561612661889,-39.1519987794913,Modal,
4.812600766765531,-39.73589008551,Modal,
4.8297004628444435,-40.2806803994136,Modal,
4.846860916010876,-40.7908967503166,Modal,
4.864082342141399,-41.2703509124836,Modal,
4.881364957879607,-41.722276539248,Modal,
4.898708980638864,-42.1494365636865,Modal,
4.916114628605019,-42.554207754977,Modal,
4.9335821207391595,-42.9386477247368,Modal,
4.951111676780372,-43.3045484040573,Modal,
4.968703517248493,-43.6534790345236,Modal,
4.986357863446895,-43.9868209799547,Modal,
5.004074937465263,-44.3057961143984,Modal,
5.02185496218239,-44.6114901295373,Modal,
5.039698161268985,-44.9048717957553,Modal,
5.057604759190482,-45.1868089784037,Modal,
5.075574981209862,-45.4580820347298,Modal,
5.093609053390495,-45.7193950827935,Modal,
5.111707202598978,-45.9713855309181,Modal,
5.129869656507983,-46.2146321768872,Modal,
5.14809664359914,-46.4496621245518,Modal,
5.166388393165887,-46.676956717359,Modal,
5.184745135316376,-46.8969566504976,Modal,
5.203167100976352,-47.1100663934091,Modal,
5.221654521892067,-47.3166580305878,Modal,
5.240207630633195,-47.5170746095612,Modal,
5.2588266605957505,-47.7116330695302,Modal,
5.277511846005034,-47.900626811843,Modal,
5.29626342191857,-48.0843279633002,Modal,
5.31508162422907,-48.262989375096,Modal,
5.3339666896674025,-48.4368463934299,Modal,
5.352918855805559,-48.6061184322392,Modal,
5.371938361059652,-48.7710103739016,Modal,
5.391025444692918,-48.9317138199136,Modal,
5.410180346818716,-49.0884082103398,Modal,
5.429403308403555,-49.2412618281676,Modal,
5.448694571270128,-49.3904327024181,Modal,
5.468054378100345,-49.5360694219931,Modal,
5.487482972438397,-49.6783118705872,Modal,
5.50698059869381,-49.8172918916673,Modal,
5.526547502144522,-49.9531338913221,Modal,
5.546183928939978,-50.0859553858,Modal,
5.565890126104211,-50.2158674997044,Modal,
5.585666341538962,-50.3429754200697,Modal,
5.605512824026793,-50.4673788109161,Modal,
5.625429823234213,-50.5891721923262,Modal,
5.645417589714832,-50.7084452876206,Modal,
5.665476374912498,-50.8252833417957,Modal,
5.685606431164467,-50.9397674140181,Modal,
5.70580801170458,-51.0519746466744,Modal,
5.726081370666443,-51.1619785131848,Modal,
5.7464267630866255,-51.2698490465609,Modal,
5.766844444907873,-51.3756530504723,Modal,
5.78733467298232,-51.4794542943935,Modal,
5.80789770507473,-51.5813136942643,Modal,
5.828533799865726,-51.6812894799143,Modal,
5.8492432169550534,-51.7794373504082,Modal,
5.87002621686485,-51.8758106183401,Modal,
5.890883061042908,-51.9704603440024,Modal,
5.911814011865981,-52.0634354602659,Modal,
5.932819332643068,-52.1547828889421,Modal,
5.9538992876187375,-52.244547649303,Modal,
5.975054141976449,-52.3327729593899,Modal,
5.996284161841886,-52.4195003306735,Modal,
6.017589614286303,-52.5047696565872,Modal,
6.038970767329894,-52.5886192953969,Modal,
6.060427889945154,-52.6710861478406,Modal,
6.081961252060265,-52.7522057299252,Modal,
6.103571124562499,-52.8320122412372,Modal,
6.125257779301612,-52.9105386291042,Modal,
6.147021489093283,-52.9878166488881,Modal,
6.168862527722524,-53.0638769207044,Modal,
6.190781169947139,-53.1387489828083,Modal,
6.21277769150118,-53.2124613418804,Modal,
6.234852369098406,-53.2850415204264,Modal,
6.257005480435777,-53.3565161014926,Modal,
6.279237304196935,-53.4269107708668,Modal,
6.301548120055716,-53.4962503569404,Modal,
6.323938208679672,-53.5645588683825,Modal,
6.346407851733592,-53.6318595297695,Modal,
6.368957331883054,-53.6981748152999,Modal,
6.391586932797979,-53.7635264807172,Modal,
6.414296939156194,-53.8279355935573,Modal,
6.437087636647019,-53.891422561817,Modal,
6.459959311974862,-53.9540071611503,Modal,
6.482912252862819,-54.0157085606754,Modal,
6.505946748056302,-54.0765453474806,Modal,
6.529063087326664,-54.1365355499047,Modal,
6.552261561474845,-54.195696659666,Modal,
6.575542462335039,-54.2540456529073,Modal,
6.5989060827783526,-54.3115990102205,Modal,
6.6223527167165,-54.3683727357059,Modal,
6.645882659105493,-54.4243823751281,Modal,
6.669496205949352,-54.4796430332137,Modal,
6.693193654303841,-54.5341693901401,Modal,
6.7169753022801855,-54.5879757172639,Modal,
6.740841449048836,-54.6410758921246,Modal,
6.764792394843234,-54.6934834127703,Modal,
6.788828440963574,-54.7452114114335,Modal,
6.812949889780606,-54.7962726676014,Modal,
6.837157044739444,-54.8466796205041,Modal,
6.861450210363363,-54.8964443810567,Modal,
6.885829692257652,-54.9455787432826,Modal,
6.910295797113447,-54.9940941952431,Modal,
6.934848832711585,-55.042001929501,Modal,
6.959489107926491,-55.0893128531404,Modal,
6.984216932730048,-55.1360375973658,Modal,
7.009032618195507,-55.1821865267005,Modal,
7.033936476501394,-55.2277697478047,Modal,
7.058928820935437,-55.2727971179345,Modal,
7.084009965898517,-55.3172782530531,Modal,
7.109180226908608,-55.3612225356188,Modal,
7.134439920604756,-55.4046391220581,Modal,
7.159789364751065,-55.4475369499441,Modal,
7.185228878240682,-55.4899247448928,Modal,
7.210758781099821,-55.5318110271875,Modal,
7.236379394491782,-55.5732041181485,Modal,
7.2620910407209935,-55.6141121462567,Modal,
7.287894043237071,-55.6545430530447,Modal,
7.313788726638875,-55.6945045987626,Modal,
7.339775416678604,-55.7340043678321,Modal,
7.365854440265892,-55.7730497740976,Modal,
7.392026125471914,-55.8116480658808,Modal,
7.418290801533525,-55.8498063308514,Modal,
7.444648798857386,-55.8875315007189,Modal,
7.471100449024132,-55.9248303557544,Modal,
7.497646084792545,-55.9617095291498,Modal,
7.524286040103729,-55.9981755112219,Modal,
7.551020650085318,-56.0342346534659,Modal,
7.577850251055696,-56.0698931724679,Modal,
7.604775180528218,-56.1051571536788,Modal,
7.631795777215459,-56.1400325550585,Modal,
7.658912381033487,-56.1745252105939,Modal,
