frequency_kHz,TS_dB,model,bubble_diameter_m
2.0422239629467844,-62.02187842732663,Medwin_Clay,
2.0469333469924367,-61.98606209287356,Medwin_Clay,
2.0516535909136424,-61.950180562947715,Medwin_Clay,
2.056384719753357,-61.91423344591263,Medwin_Clay,
2.0611267586122857,-61.87822034681982,Medwin_Clay,
2.065879732649017,-61.842140867371185,Medwin_Clay,
2.070643667080153,-61.805994605880656,Medwin_Clay,
2.075418587180448,-61.76978115723543,Medwin_Clay,
2.0802045182829376,-61.733500112856596,Medwin_Clay,
2.0850014857790784,-61.69715106065921,Medwin_Clay,
2.0898095151188776,-61.66073358501179,Medwin_Clay,
2.094628631811031,-61.624247266695285,Medwin_Clay,
2.099458861423059,-61.58769168286133,Medwin_Clay,
2.1043002295814377,-61.55106640699004,Medwin_Clay,
2.1091527619717407,-61.51437100884709,Medwin_Clay,
2.114016484338773,-61.477605054440225,Medwin_Clay,
2.1188914224867053,-61.440768105975096,Medwin_Clay,
2.1237776022792145,-61.40385972181048,Medwin_Clay,
2.128675049639618,-61.36687945641286,Medwin_Clay,
2.1335837905510147,-61.32982686031026,Medwin_Clay,
2.1385038510564183,-61.29270148004551,Medwin_Clay,
2.143435257258899,-61.25550285812868,Medwin_Clay,
2.1483780353217217,-61.21823053298896,Medwin_Clay,
2.153332211468482,-61.18088403892574,Medwin_Clay,
2.158297811983249,-61.14346290605891,Medwin_Clay,
2.1632748632107033,-61.10596666027853,Medwin_Clay,
2.1682633915562746,-61.06839482319369,Medwin_Clay,
2.1732634234862855,-61.03074691208057,Medwin_Clay,
2.178274985528089,-60.993022439829765,Medwin_Clay,
2.1832981042702113,-60.95522091489275,Medwin_Clay,
2.1883328063624914,-60.917341841227625,Medwin_Clay,
2.1933791185162232,-60.879384718243934,Medwin_Clay,
2.1984370675042975,-60.84134904074671,Medwin_Clay,
2.2035066801613423,-60.803234298879616,Medwin_Clay,
2.2085879833838673,-60.765039978067264,Medwin_Clay,
2.2136810041304065,-60.726765558956515,Medwin_Clay,
2.2187857694216593,-60.6884105173571,Medwin_Clay,
2.2239023063406353,-60.64997432418103,Medwin_Clay,
2.229030642032798,-60.61145644538136,Medwin_Clay,
2.234170803706208,-60.57285634188971,Medwin_Clay,
2.239322818631669,-60.53417346955307,Medwin_Clay,
2.2444867141428704,-60.495407279069376,Medwin_Clay,
2.249662517636534,-60.45655721592223,Medwin_Clay,
2.2548502565725577,-60.417622720314554,Medwin_Clay,
2.2600499584741622,-60.37860322710111,Medwin_Clay,
2.2652616509280388,-60.33949816572004,Medwin_Clay,
2.2704853615844915,-60.30030696012328,Medwin_Clay,
2.2757211181575876,-60.261029028705835,Medwin_Clay,
2.280968948425303,-60.22166378423394,Medwin_Clay,
2.2862288802296686,-60.18221063377208,Medwin_Clay,
2.291500941476922,-60.14266897860874,Medwin_Clay,
2.296785160137649,-60.1030382141811,Medwin_Clay,
2.30208156424694,-60.06331772999833,Medwin_Clay,
2.307390181904531,-60.02350690956379,Medwin_Clay,
2.312711041274958,-59.983605130295814,Medwin_Clay,
2.318044170587704,-59.94361176344732,Medwin_Clay,
2.32338959813735,-59.90352617402395,Medwin_Clay,
2.328747352283724,-59.86334772070103,Medwin_Clay,
2.334117461452052,-59.823075755738955,Medwin_Clay,
2.339499954133109,-59.78270962489734,Medwin_Clay,
2.3448948588833702,-59.742248667347575,Medwin_Clay,
2.3503022043251613,-59.70169221558407,Medwin_Clay,
2.3557220191468127,-59.66103959533386,Medwin_Clay,
2.361154332102809,-59.62029012546482,Medwin_Clay,
2.366599172013943,-59.57944311789216,Medwin_Clay,
2.37205656776747,-59.53849787748349,Medwin_Clay,
2.3775265483172574,-59.497453701962186,Medwin_Clay,
2.383009142683942,-59.45630988180908,Medwin_Clay,
2.3885043799550814,-59.41506570016249,Medwin_Clay,
2.3940122892853095,-59.37372043271657,Medwin_Clay,
2.3995328998964927,-59.332273347617786,Medwin_Clay,
2.40506624107788,-59.29072370535977,Medwin_Clay,
2.410612342186265,-59.249070758676076,Medwin_Clay,
2.4161712326461355,-59.207313752431375,Medwin_Clay,
2.4217429419498346,-59.1654519235105,Medwin_Clay,
2.4273274996577134,-59.123484500705615,Medwin_Clay,
2.4329249353982902,-59.08141070460145,Medwin_Clay,
2.4385352788684074,-59.03922974745842,Medwin_Clay,
2.444158559833386,-58.996940833093646,Medwin_Clay,
2.4497948081271903,-58.954543156759996,Medwin_Clay,
2.4554440536525775,-58.91203590502276,Medwin_Clay,
2.4611063263812634,-58.86941825563427,Medwin_Clay,
2.466781656354079,-58.82668937740614,Medwin_Clay,
2.4724700736811283,-58.78384843007929,Medwin_Clay,
2.47817160854195,-58.74089456419153,Medwin_Clay,
2.483886291185677,-58.69782692094275,Medwin_Clay,
2.4896141519311974,-58.65464463205772,Medwin_Clay,
2.4953552211673147,-58.61134681964615,Medwin_Clay,
2.501109529352908,-58.5679325960605,Medwin_Clay,
2.506877107017097,-58.524401063750815,Medwin_Clay,
2.5126579847594,-58.480751315117125,Medwin_Clay,
2.518452193249899,-58.43698243235891,Medwin_Clay,
2.5242597632294013,-58.39309348732186,Medwin_Clay,
2.530080725509601,-58.34908354134177,Medwin_Clay,
2.535915110973248,-58.304951645085325,Medwin_Clay,
2.541762950574304,-58.26069683838809,Medwin_Clay,
2.547624275338113,-58.216318150089286,Medwin_Clay,
