frequency_kHz,TS_dB,model,bubble_diameter_m,temperature_C,salinity_PSU,depth_m
1.0,-109.209288444915,Medwin_Clay,0.0005,10.0,35.0,50.0
1.003553109203863,-109.14349646706853,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0071188429927405,-109.0777573610348,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0106972462231618,-109.01207151104532,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0142883639110363,-108.94643930184489,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0178922412322196,-108.88086111866316,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0215089235230825,-108.81533734718586,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0251384562810804,-108.7498683735255,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0287808851653266,-108.68445458419163,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0324362559971658,-108.61909636606072,Medwin_Clay,0.0005,10.0,35.0,50.0
1.036104614760751,-108.55379410634542,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0397860076036225,-108.48854819256348,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0434804808372868,-108.42335901250622,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0471880809378011,-108.35822695420644,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0509088545463567,-108.29315240590601,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0546428484698664,-108.22813575602291,Medwin_Clay,0.0005,10.0,35.0,50.0
1.058390109681553,-108.16317739311786,Medwin_Clay,0.0005,10.0,35.0,50.0
1.06215068532154,-108.09827770586057,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0659246226974453,-108.03343708299536,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0697119692849757,-107.96865591330652,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0735127727285245,-107.90393458558314,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0773270808417708,-107.83927348858359,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0811549416082804,-107.77467301099944,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0849964031821107,-107.71013354141893,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0888515138884152,-107.64565546829036,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0927203222240522,-107.5812391798845,Medwin_Clay,0.0005,10.0,35.0,50.0
1.0966028768581946,-107.51688506425711,Medwin_Clay,0.0005,10.0,35.0,50.0
1.100499226632942,-107.45259350921063,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1044094205639357,-107.38836490225577,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1083335078409742,-107.32419963057248,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1122715378286336,-107.26009808097066,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1162235600668873,-107.19606063985043,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1201896242717297,-107.13208769316194,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1241697803358013,-107.06817962636485,Medwin_Clay,0.0005,10.0,35.0,50.0
1.128164078329017,-107.00433682438755,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1321725684991955,-106.94055967158576,Medwin_Clay,0.0005,10.0,35.0,50.0
1.136195301272691,-106.87684855170096,Medwin_Clay,0.0005,10.0,35.0,50.0
1.140232327255029,-106.81320384781834,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1442836972315409,-106.74962594232453,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1483494621680046,-106.6861152168648,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1524296732112846,-106.62267205230015,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1565243816899764,-106.55929682866373,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1606336391150511,-106.4959899251174,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1647574971805037,-106.43275171990743,Medwin_Clay,0.0005,10.0,35.0,50.0
1.168896007764004,-106.36958259032042,Medwin_Clay,0.0005,10.0,35.0,50.0
1.173049222927549,-106.30648291263847,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1772171949181172,-106.24345306209443,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1813999761683265,-106.18049341282645,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1855976192970936,-106.11760433783274,Medwin_Clay,0.0005,10.0,35.0,50.0
1.189810177110296,-106.0547862089256,Medwin_Clay,0.0005,10.0,35.0,50.0
1.1940377026014364,-105.99203939668557,Medwin_Clay,0.0005,10.0,35.0,50.0
1.198280248952309,-105.92936427041496,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2025378695336686,-105.86676119809157,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2068106179059024,-105.80423054632169,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2110985478197034,-105.74177268029337,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2154017132167467,-105.67938796372906,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2197201682303678,-105.61707675883832,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2240539671862445,-105.55483942627028,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2284031646030789,-105.49267632506577,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2327678151932844,-105.43058781260952,Medwin_Clay,0.0005,10.0,35.0,50.0
1.2371479738636737,-105.36857424458198,Medwin_Clay,0.0005,10.0,35.0,50.0
